Entry	Entry name	Status	Protein names	Gene names	Organism	Gene ontology (biological process)	Cross-reference (STRING)
Q8YIF3	Q8YIF3_BRUME	unreviewed	Protein secretion chaperonin csaa	BMEI0491	Brucella melitensis biotype 1 (strain 16M / ATCC 23456 / NCTC 10094)		224914.BAWG_2471;
Q8YBV2	Q8YBV2_BRUME	unreviewed	Putative hydroxlase	BMEII0784	Brucella melitensis biotype 1 (strain 16M / ATCC 23456 / NCTC 10094)		224914.BAWG_1801;
Q8YJF2	Q8YJF2_BRUME	unreviewed	Signal recognition particle receptor FtsY (SRP receptor)	ftsY BMEI0131	Brucella melitensis biotype 1 (strain 16M / ATCC 23456 / NCTC 10094)	SRP-dependent cotranslational protein targeting to membrane [GO:0006614]	224914.BAWG_0064;
Q8YB22	Q8YB22_BRUME	unreviewed	Uncharacterized protein	BMEII1079	Brucella melitensis biotype 1 (strain 16M / ATCC 23456 / NCTC 10094)		224914.BAWG_1525;
Q8YGQ1	Q8YGQ1_BRUME	unreviewed	Hypothetical cytosolic protein	BMEI1107	Brucella melitensis biotype 1 (strain 16M / ATCC 23456 / NCTC 10094)		224914.BAWG_1102;
Q8YBG1	Q8YBG1_BRUME	unreviewed	Thua	BMEII0939	Brucella melitensis biotype 1 (strain 16M / ATCC 23456 / NCTC 10094)		224914.BAWG_1654;
Q8YJI6	Q8YJI6_BRUME	unreviewed	Electron transfer flavoprotein alpha-subunit	BMEI0097	Brucella melitensis biotype 1 (strain 16M / ATCC 23456 / NCTC 10094)		224914.BAWG_0098;
Q8YEC3	Q8YEC3_BRUME	unreviewed	Ferric uptake regulation protein	fur BMEI1955	Brucella melitensis biotype 1 (strain 16M / ATCC 23456 / NCTC 10094)	transcription, DNA-templated [GO:0006351]	224914.BAWG_0289;
Q8YEQ8	Q8YEQ8_BRUME	unreviewed	Acetyltransferase (EC 2.3.1.-)	BMEI1820	Brucella melitensis biotype 1 (strain 16M / ATCC 23456 / NCTC 10094)		224914.BAWG_0421;
Q8YHZ5	Q8YHZ5_BRUME	unreviewed	Uncharacterized protein	BMEI0650	Brucella melitensis biotype 1 (strain 16M / ATCC 23456 / NCTC 10094)		
Q8YJQ6	Q8YJQ6_BRUME	unreviewed	3-oxoacyl-(Acyl-carrier protein) reductase (EC 1.1.1.100)	BMEI0026	Brucella melitensis biotype 1 (strain 16M / ATCC 23456 / NCTC 10094)		224914.BAWG_0163;
Q8YJ57	Q8YJ57_BRUME	unreviewed	Hypothetical membrane spanning protein	BMEI0229	Brucella melitensis biotype 1 (strain 16M / ATCC 23456 / NCTC 10094)		224914.BAWG_2904;
Q8YID3	Q8YID3_BRUME	unreviewed	Trk system potassium uptake protein	BMEI0511	Brucella melitensis biotype 1 (strain 16M / ATCC 23456 / NCTC 10094)		224914.BAWG_2492;
Q8YFD2	Q8YFD2_BRUME	unreviewed	Uncharacterized protein	BMEI1590	Brucella melitensis biotype 1 (strain 16M / ATCC 23456 / NCTC 10094)		
Q8YFG7	Q8YFG7_BRUME	unreviewed	Transporter, mfs superfamily	BMEI1555	Brucella melitensis biotype 1 (strain 16M / ATCC 23456 / NCTC 10094)		224914.BAWG_0670;
Q8YFP7	Q8YFP7_BRUME	unreviewed	3-oxoacyl-[acyl-carrier-protein] synthase 2 (EC 2.3.1.179)	BMEI1473	Brucella melitensis biotype 1 (strain 16M / ATCC 23456 / NCTC 10094)	fatty acid biosynthetic process [GO:0006633]	224914.BAWG_0750;
Q8YFD4	Q8YFD4_BRUME	unreviewed	Carboxynorspermidine dehydrogenase (EC 1.1.1.-)	BMEI1588	Brucella melitensis biotype 1 (strain 16M / ATCC 23456 / NCTC 10094)		224914.BAWG_0636;
Q8YDA0	Q8YDA0_BRUME	unreviewed	Uncharacterized protein	BMEII0277	Brucella melitensis biotype 1 (strain 16M / ATCC 23456 / NCTC 10094)		224914.BAWG_2280;
Q8YDC1	Q8YDC1_BRUME	unreviewed	Uncharacterized protein	BMEII0257	Brucella melitensis biotype 1 (strain 16M / ATCC 23456 / NCTC 10094)		
Q8YH05	Q8YH05_BRUME	unreviewed	Uncharacterized protein	BMEI0999	Brucella melitensis biotype 1 (strain 16M / ATCC 23456 / NCTC 10094)		
Q8YCB2	Q8YCB2_BRUME	unreviewed	Sulfur deprivation response regulator	BMEII0620	Brucella melitensis biotype 1 (strain 16M / ATCC 23456 / NCTC 10094)	potassium ion transport [GO:0006813]	224914.BAWG_1956;
Q8YJ49	Q8YJ49_BRUME	unreviewed	Hypothetical cytosolic protein	BMEI0237	Brucella melitensis biotype 1 (strain 16M / ATCC 23456 / NCTC 10094)		224914.BAWG_2913;
Q8YB61	Q8YB61_BRUME	unreviewed	Pseudouridine synthase (EC 5.4.99.-)	BMEII1039	Brucella melitensis biotype 1 (strain 16M / ATCC 23456 / NCTC 10094)	pseudouridine synthesis [GO:0001522]	224914.BAWG_1562;
Q8YJD4	Q8YJD4_BRUME	unreviewed	Hypothetical cytosolic protein	BMEI0152	Brucella melitensis biotype 1 (strain 16M / ATCC 23456 / NCTC 10094)		224914.BAWG_0044;
Q8YC17	Q8YC17_BRUME	unreviewed	Transposase	BMEII0716	Brucella melitensis biotype 1 (strain 16M / ATCC 23456 / NCTC 10094)		
Q8YFX6	Q8YFX6_BRUME	unreviewed	Xylulose kinase (Xylulokinase) (EC 2.7.1.17)	xylB BMEI1386	Brucella melitensis biotype 1 (strain 16M / ATCC 23456 / NCTC 10094)	D-xylose metabolic process [GO:0042732]; xylulose metabolic process [GO:0005997]	224914.BAWG_0826;
Q8YD24	Q8YD24_BRUME	unreviewed	Sugar transport system permease protein	BMEII0353	Brucella melitensis biotype 1 (strain 16M / ATCC 23456 / NCTC 10094)	carbohydrate transport [GO:0008643]	224914.BAWG_2209;
Q8YDD7	Q8YDD7_BRUME	unreviewed	Dioxygenase (EC 1.13.11.-)	BMEII0240	Brucella melitensis biotype 1 (strain 16M / ATCC 23456 / NCTC 10094)		224914.BAWG_2316;
Q8YEY2	Q8YEY2_BRUME	unreviewed	Uncharacterized protein	BMEI1745	Brucella melitensis biotype 1 (strain 16M / ATCC 23456 / NCTC 10094)		224914.BAWG_0490;
Q8YC19	Q8YC19_BRUME	unreviewed	Transposase	BMEII0714	Brucella melitensis biotype 1 (strain 16M / ATCC 23456 / NCTC 10094)		
Q8YHK5	Q8YHK5_BRUME	unreviewed	Intracellular proteinase i (EC 3.4.-.-)	BMEI0792	Brucella melitensis biotype 1 (strain 16M / ATCC 23456 / NCTC 10094)		224914.BAWG_2764;
Q8YEL3	Q8YEL3_BRUME	unreviewed	Uncharacterized protein	BMEI1865	Brucella melitensis biotype 1 (strain 16M / ATCC 23456 / NCTC 10094)		224914.BAWG_0374;
Q8YCT6	Q8YCT6_BRUME	unreviewed	Hypothetical membrane spanning protein	BMEII0442	Brucella melitensis biotype 1 (strain 16M / ATCC 23456 / NCTC 10094)		224914.BAWG_2124;
Q8YBS5	Q8YBS5_BRUME	unreviewed	Hypothetical membrane spanning protein	BMEII0811	Brucella melitensis biotype 1 (strain 16M / ATCC 23456 / NCTC 10094)		224914.BAWG_1773;
Q8YFX1	Q8YFX1_BRUME	unreviewed	Ribose transport system permease protein rbsc	BMEI1391	Brucella melitensis biotype 1 (strain 16M / ATCC 23456 / NCTC 10094)		224914.BAWG_0821;
Q8YAZ1	Q8YAZ1_BRUME	unreviewed	Flagellar motor switch protein flim	BMEII1110	Brucella melitensis biotype 1 (strain 16M / ATCC 23456 / NCTC 10094)		224914.BAWG_1495;
Q8YJ90	Q8YJ90_BRUME	unreviewed	Protein erfk/srfk	BMEI0196	Brucella melitensis biotype 1 (strain 16M / ATCC 23456 / NCTC 10094)		224914.BAWG_0001;
Q8YG86	Q8YG86_BRUME	unreviewed	Putative SOS response-associated peptidase (EC 3.4.-.-)	BMEI1275	Brucella melitensis biotype 1 (strain 16M / ATCC 23456 / NCTC 10094)		224914.BAWG_0937;
Q8YI46	Q8YI46_BRUME	unreviewed	(S)-2-hydroxy-acid oxidase chain d (EC 1.1.3.15)	BMEI0599	Brucella melitensis biotype 1 (strain 16M / ATCC 23456 / NCTC 10094)		224914.BAWG_2574;
Q8YBH6	Q8YBH6_BRUME	unreviewed	Uncharacterized protein	BMEII0924	Brucella melitensis biotype 1 (strain 16M / ATCC 23456 / NCTC 10094)		224914.BAWG_1668;
Q8YD87	Q8YD87_BRUME	unreviewed	DNA polymerase iii, alpha chain (EC 2.7.7.7)	BMEII0290	Brucella melitensis biotype 1 (strain 16M / ATCC 23456 / NCTC 10094)		224914.BAWG_2267;
Q8YI97	Q8YI97_BRUME	unreviewed	Flavohemoprotein	BMEI0548	Brucella melitensis biotype 1 (strain 16M / ATCC 23456 / NCTC 10094)		224914.BAWG_2526;
Q8YGV6	Q8YGV6_BRUME	unreviewed	Bacterioferritin comigratory protein	BMEI1049	Brucella melitensis biotype 1 (strain 16M / ATCC 23456 / NCTC 10094)	cell redox homeostasis [GO:0045454]	224914.BAWG_1159;
Q8YI08	Q8YI08_BRUME	unreviewed	Cobalt transport protein cbiq	BMEI0637	Brucella melitensis biotype 1 (strain 16M / ATCC 23456 / NCTC 10094)	cobalt ion transport [GO:0006824]	224914.BAWG_2613;
Q8YIQ8	Q8YIQ8_BRUME	unreviewed	Putative membrane-associated alkaline phosphatase	BMEI0385	Brucella melitensis biotype 1 (strain 16M / ATCC 23456 / NCTC 10094)		224914.BAWG_3061;
Q8YB29	Q8YB29_BRUME	unreviewed	Uncharacterized protein	BMEII1072	Brucella melitensis biotype 1 (strain 16M / ATCC 23456 / NCTC 10094)		
Q8YJK0	Q8YJK0_BRUME	unreviewed	Uncharacterized protein	BMEI0083	Brucella melitensis biotype 1 (strain 16M / ATCC 23456 / NCTC 10094)		224914.BAWG_0112;
Q8YB54	Q8YB54_BRUME	unreviewed	Uncharacterized protein	BMEII1046	Brucella melitensis biotype 1 (strain 16M / ATCC 23456 / NCTC 10094)		
Q8YFK9	Q8YFK9_BRUME	unreviewed	Phosphoglycerate mutase/fructose-2,6-bisphosphatase	BMEI1511	Brucella melitensis biotype 1 (strain 16M / ATCC 23456 / NCTC 10094)		224914.BAWG_0712;
Q8YDY1	Q8YDY1_BRUME	unreviewed	Uncharacterized protein	BMEII0043	Brucella melitensis biotype 1 (strain 16M / ATCC 23456 / NCTC 10094)		
Q8YH55	Q8YH55_BRUME	unreviewed	RNA polymerase-binding transcription factor DksA	dksA BMEI0949	Brucella melitensis biotype 1 (strain 16M / ATCC 23456 / NCTC 10094)	regulation of gene expression [GO:0010468]	224914.BAWG_1256;
Q8YIQ0	Q8YIQ0_BRUME	unreviewed	D-ribose-binding periplasmic protein	BMEI0393	Brucella melitensis biotype 1 (strain 16M / ATCC 23456 / NCTC 10094)		224914.BAWG_2375;
Q8YHP6	Q8YHP6_BRUME	unreviewed	Uncharacterized protein	BMEI0751	Brucella melitensis biotype 1 (strain 16M / ATCC 23456 / NCTC 10094)		224914.BAWG_2724;
Q8YH45	Q8YH45_BRUME	unreviewed	Ferredoxin, 2fe-2S	BMEI0959	Brucella melitensis biotype 1 (strain 16M / ATCC 23456 / NCTC 10094)		224914.BAWG_1246;
Q8YCP5	Q8YCP5_BRUME	unreviewed	ABC transporter integral membrane protein	BMEII0483	Brucella melitensis biotype 1 (strain 16M / ATCC 23456 / NCTC 10094)	transmembrane transport [GO:0055085]	224914.BAWG_2088;
Q8YBZ6	Q8YBZ6_BRUME	unreviewed	Transporter, mfs superfamily	BMEII0740	Brucella melitensis biotype 1 (strain 16M / ATCC 23456 / NCTC 10094)	transmembrane transport [GO:0055085]	224914.BAWG_1843;
Q8YIX2	Q8YIX2_BRUME	unreviewed	Integral membrane protein	BMEI0317	Brucella melitensis biotype 1 (strain 16M / ATCC 23456 / NCTC 10094)		
Q8YGJ3	Q8YGJ3_BRUME	unreviewed	O-acetylhomoserine sulfhydrylase / o-acetylserine sulfhydrylase (EC 2.5.1.47) (EC 2.5.1.49)	BMEI1166	Brucella melitensis biotype 1 (strain 16M / ATCC 23456 / NCTC 10094)		224914.BAWG_1043;
Q8YGS1	Q8YGS1_BRUME	unreviewed	Beta-hexosaminidase a (EC 3.2.1.52)	BMEI1087	Brucella melitensis biotype 1 (strain 16M / ATCC 23456 / NCTC 10094)	carbohydrate metabolic process [GO:0005975]	224914.BAWG_1121;
Q8YDL1	Q8YDL1_BRUME	unreviewed	Basal-body rod modification protein flgd	BMEII0164	Brucella melitensis biotype 1 (strain 16M / ATCC 23456 / NCTC 10094)		224914.BAWG_1313;
Q8YJ96	Q8YJ96_BRUME	unreviewed	Phosphoenolpyruvate-protein phosphotransferase ptsp (EC 2.7.3.9)	BMEI0190	Brucella melitensis biotype 1 (strain 16M / ATCC 23456 / NCTC 10094)	phosphoenolpyruvate-dependent sugar phosphotransferase system [GO:0009401]; phosphorylation [GO:0016310]	224914.BAWG_0007;
Q8YEB8	Q8YEB8_BRUME	unreviewed	Methyltransferase (EC 2.1.1.-)	BMEI1960	Brucella melitensis biotype 1 (strain 16M / ATCC 23456 / NCTC 10094)		224914.BAWG_0285;
Q8YHV8	Q8YHV8_BRUME	unreviewed	3-hydroxyisobutyrate dehydrogenase (HIBADH) (EC 1.1.1.31)	BMEI0688	Brucella melitensis biotype 1 (strain 16M / ATCC 23456 / NCTC 10094)	valine catabolic process [GO:0006574]	224914.BAWG_2660;
Q8YDW8	Q8YDW8_BRUME	unreviewed	Mg(2+) transport atpase, P-type (EC 3.6.1.-)	BMEII0056	Brucella melitensis biotype 1 (strain 16M / ATCC 23456 / NCTC 10094)		224914.BAWG_1414;
Q8YJR7	Q8YJR7_BRUME	unreviewed	Abc transporter substrate-binding protein	BMEI0015	Brucella melitensis biotype 1 (strain 16M / ATCC 23456 / NCTC 10094)		224914.BAWG_0174;
Q8YCB7	Q8YCB7_BRUME	unreviewed	Uncharacterized protein	BMEII0615	Brucella melitensis biotype 1 (strain 16M / ATCC 23456 / NCTC 10094)		
Q8YCZ0	Q8YCZ0_BRUME	unreviewed	Formyltetrahydrofolate deformylase (EC 3.5.1.10) (Formyl-FH(4) hydrolase)	purU BMEII0387	Brucella melitensis biotype 1 (strain 16M / ATCC 23456 / NCTC 10094)	'de novo' IMP biosynthetic process [GO:0006189]; one-carbon metabolic process [GO:0006730]	224914.BAWG_2176;
Q8YJQ3	Q8YJQ3_BRUME	unreviewed	L-sorbose dehydrogenase (Fad) (EC 1.1.99.-)	BMEI0029	Brucella melitensis biotype 1 (strain 16M / ATCC 23456 / NCTC 10094)		
Q8YD58	Q8YD58_BRUME	unreviewed	6-aminohexanoate-dimer hydrolase (EC 3.5.1.46)	BMEII0319	Brucella melitensis biotype 1 (strain 16M / ATCC 23456 / NCTC 10094)		
Q8YD46	Q8YD46_BRUME	unreviewed	Hypothetical cytosolic protein	BMEII0331	Brucella melitensis biotype 1 (strain 16M / ATCC 23456 / NCTC 10094)		
Q8YFT9	Q8YFT9_BRUME	unreviewed	Biotin transporter	BMEI1431	Brucella melitensis biotype 1 (strain 16M / ATCC 23456 / NCTC 10094)		224914.BAWG_0793;
Q8YIA3	Q8YIA3_BRUME	unreviewed	Uncharacterized protein	BMEI0542	Brucella melitensis biotype 1 (strain 16M / ATCC 23456 / NCTC 10094)		224914.BAWG_2520;
Q8YFU3	Q8YFU3_BRUME	unreviewed	Udp-n-acetylglucosamine 4,6-dehydratase (EC 1.1.1.-) (EC 4.2.1.-)	BMEI1427	Brucella melitensis biotype 1 (strain 16M / ATCC 23456 / NCTC 10094)		224914.BAWG_0797;
Q8YBK9	Q8YBK9_BRUME	unreviewed	16S ribosomal RNA m(5)c 967 methyltransferase (EC 2.1.1.-)	BMEII0890	Brucella melitensis biotype 1 (strain 16M / ATCC 23456 / NCTC 10094)		224914.BAWG_1695;
Q8YG10	Q8YG10_BRUME	unreviewed	Uncharacterized protein	BMEI1352	Brucella melitensis biotype 1 (strain 16M / ATCC 23456 / NCTC 10094)		224914.BAWG_0861;
Q8YH88	Q8YH88_BRUME	unreviewed	Uncharacterized protein	BMEI0916	Brucella melitensis biotype 1 (strain 16M / ATCC 23456 / NCTC 10094)		224914.BAWG_1288;
Q8YFT7	Q8YFT7_BRUME	unreviewed	Uncharacterized protein	BMEI1433	Brucella melitensis biotype 1 (strain 16M / ATCC 23456 / NCTC 10094)		224914.BAWG_0791;
Q8YGH7	Q8YGH7_BRUME	unreviewed	Hypothetical cytosolic protein	BMEI1182	Brucella melitensis biotype 1 (strain 16M / ATCC 23456 / NCTC 10094)		224914.BAWG_1027;
Q8YE86	Q8YE86_BRUME	unreviewed	Endolytic peptidoglycan transglycosylase RlpA (EC 4.2.2.-)	rlpA BMEI1992	Brucella melitensis biotype 1 (strain 16M / ATCC 23456 / NCTC 10094)	cell wall organization [GO:0071555]; peptidoglycan metabolic process [GO:0000270]	224914.BAWG_0254;
Q8YCS8	Q8YCS8_BRUME	unreviewed	Type i restriction-modification system specificity subunit	BMEII0450	Brucella melitensis biotype 1 (strain 16M / ATCC 23456 / NCTC 10094)	DNA modification [GO:0006304]	224914.BAWG_2116;
Q8YFT5	Q8YFT5_BRUME	unreviewed	Polysaccharide deacetylase	BMEI1435	Brucella melitensis biotype 1 (strain 16M / ATCC 23456 / NCTC 10094)	carbohydrate metabolic process [GO:0005975]	224914.BAWG_0789;
Q8YIC4	Q8YIC4_BRUME	unreviewed	Abc transporter ATP-binding protein	BMEI0520	Brucella melitensis biotype 1 (strain 16M / ATCC 23456 / NCTC 10094)		224914.BAWG_2500;
Q8YJB4	Q8YJB4_BRUME	unreviewed	Uncharacterized protein	BMEI0172	Brucella melitensis biotype 1 (strain 16M / ATCC 23456 / NCTC 10094)		224914.BAWG_0025;
Q8YJ52	Q8YJ52_BRUME	unreviewed	Hypothetical cytosolic protein	BMEI0234	Brucella melitensis biotype 1 (strain 16M / ATCC 23456 / NCTC 10094)		224914.BAWG_2909;
Q8YB62	Q8YB62_BRUME	unreviewed	Methyltransferase (EC 2.1.1.-)	BMEII1038	Brucella melitensis biotype 1 (strain 16M / ATCC 23456 / NCTC 10094)	rRNA methylation [GO:0031167]	224914.BAWG_1563;
Q8YI89	Q8YI89_BRUME	unreviewed	Alpha-ketoglutarate permease	BMEI0556	Brucella melitensis biotype 1 (strain 16M / ATCC 23456 / NCTC 10094)		
Q8YH93	Q8YH93_BRUME	unreviewed	Nifu protein	BMEI0911	Brucella melitensis biotype 1 (strain 16M / ATCC 23456 / NCTC 10094)	iron-sulfur cluster assembly [GO:0016226]	224914.BAWG_1292;
Q8YB20	Q8YB20_BRUME	unreviewed	Flagellar protein FliL	BMEII1081	Brucella melitensis biotype 1 (strain 16M / ATCC 23456 / NCTC 10094)	bacterial-type flagellum-dependent cell motility [GO:0071973]; chemotaxis [GO:0006935]	224914.BAWG_1523;
Q8YGU5	Q8YGU5_BRUME	unreviewed	Biotin carboxyl carrier protein of acetyl-CoA carboxylase	BMEI1062	Brucella melitensis biotype 1 (strain 16M / ATCC 23456 / NCTC 10094)	fatty acid biosynthetic process [GO:0006633]	224914.BAWG_1147;
Q8YIK1	Q8YIK1_BRUME	unreviewed	Uncharacterized protein	BMEI0443	Brucella melitensis biotype 1 (strain 16M / ATCC 23456 / NCTC 10094)		224914.BAWG_2420;
Q8YGL4	Q8YGL4_BRUME	unreviewed	Biotin operon repressor / biotin-[acetyl-CoA-carboxylase] synthetase (EC 6.3.4.15)	BMEI1144	Brucella melitensis biotype 1 (strain 16M / ATCC 23456 / NCTC 10094)	cellular protein modification process [GO:0006464]	224914.BAWG_1065;
Q8YF38	Q8YF38_BRUME	unreviewed	Uncharacterized protein	BMEI1689	Brucella melitensis biotype 1 (strain 16M / ATCC 23456 / NCTC 10094)		
Q8YE40	Q8YE40_BRUME	unreviewed	Peptidyl-tRNA hydrolase	BMEI2038	Brucella melitensis biotype 1 (strain 16M / ATCC 23456 / NCTC 10094)		224914.BAWG_0209;
Q8YF49	Q8YF49_BRUME	unreviewed	Uncharacterized protein	BMEI1678	Brucella melitensis biotype 1 (strain 16M / ATCC 23456 / NCTC 10094)		224914.BAWG_0551;
Q8YEN7	Q8YEN7_BRUME	unreviewed	Sulfate-binding protein	BMEI1841	Brucella melitensis biotype 1 (strain 16M / ATCC 23456 / NCTC 10094)		224914.BAWG_0400;
Q8YBK7	Q8YBK7_BRUME	unreviewed	Uncharacterized protein	BMEII0892	Brucella melitensis biotype 1 (strain 16M / ATCC 23456 / NCTC 10094)		224914.BAWG_1693;
Q8YFC7	Q8YFC7_BRUME	unreviewed	Uncharacterized protein	BMEI1595	Brucella melitensis biotype 1 (strain 16M / ATCC 23456 / NCTC 10094)		224914.BAWG_0629;
Q8YF11	Q8YF11_BRUME	unreviewed	Trehalose/maltose binding protein	BMEI1716	Brucella melitensis biotype 1 (strain 16M / ATCC 23456 / NCTC 10094)		224914.BAWG_0517;
Q8YG83	Q8YG83_BRUME	unreviewed	Uncharacterized protein	BMEI1278	Brucella melitensis biotype 1 (strain 16M / ATCC 23456 / NCTC 10094)		
Q8YCI3	Q8YCI3_BRUME	unreviewed	Transcriptional regulator, rpir family	BMEII0545	Brucella melitensis biotype 1 (strain 16M / ATCC 23456 / NCTC 10094)	carbohydrate derivative metabolic process [GO:1901135]; transcription, DNA-templated [GO:0006351]	224914.BAWG_2027;
Q8YD86	Q8YD86_BRUME	unreviewed	Aminobutyraldehyde dehydrogenase (EC 1.2.1.19)	BMEII0291	Brucella melitensis biotype 1 (strain 16M / ATCC 23456 / NCTC 10094)		224914.BAWG_2266;
Q8YIZ2	Q8YIZ2_BRUME	unreviewed	Hypothetical cytosolic protein	BMEI0297	Brucella melitensis biotype 1 (strain 16M / ATCC 23456 / NCTC 10094)		224914.BAWG_2972;
Q8YIN5	Q8YIN5_BRUME	unreviewed	Uncharacterized protein	BMEI0408	Brucella melitensis biotype 1 (strain 16M / ATCC 23456 / NCTC 10094)		224914.BAWG_2388;
Q8YJC2	Q8YJC2_BRUME	unreviewed	Probable lactoylglutathione lyase (EC 4.4.1.5)	BMEI0164	Brucella melitensis biotype 1 (strain 16M / ATCC 23456 / NCTC 10094)		224914.BAWG_0033;
Q8YGC1	Q8YGC1_BRUME	unreviewed	Insertion sequence is21 putative ATP-binding protein	BMEI1238	Brucella melitensis biotype 1 (strain 16M / ATCC 23456 / NCTC 10094)		224914.BAWG_0974;
Q8YF95	Q8YF95_BRUME	unreviewed	Arginine-binding periplasmic protein	BMEI1627	Brucella melitensis biotype 1 (strain 16M / ATCC 23456 / NCTC 10094)		224914.BAWG_0599;
Q8YI20	Q8YI20_BRUME	unreviewed	Uncharacterized protein	BMEI0625	Brucella melitensis biotype 1 (strain 16M / ATCC 23456 / NCTC 10094)		224914.BAWG_2601;
Q8YEJ7	Q8YEJ7_BRUME	unreviewed	Uncharacterized protein	BMEI1881	Brucella melitensis biotype 1 (strain 16M / ATCC 23456 / NCTC 10094)		224914.BAWG_0359;
Q8YC07	Q8YC07_BRUME	unreviewed	Cellulose synthase catalytic subunit (Udp-forming) (EC 2.4.1.12)	BMEII0728	Brucella melitensis biotype 1 (strain 16M / ATCC 23456 / NCTC 10094)		224914.BAWG_1853;
Q8YBR0	Q8YBR0_BRUME	unreviewed	Possible s-adenosylmethionine-dependent methyltransferase (EC 2.1.1.-)	BMEII0828	Brucella melitensis biotype 1 (strain 16M / ATCC 23456 / NCTC 10094)		
Q8YIB5	Q8YIB5_BRUME	unreviewed	Sodium-dependent phosphate transport protein	BMEI0529	Brucella melitensis biotype 1 (strain 16M / ATCC 23456 / NCTC 10094)		
Q8YFK7	Q8YFK7_BRUME	unreviewed	Chaperone protein dnaj	BMEI1513	Brucella melitensis biotype 1 (strain 16M / ATCC 23456 / NCTC 10094)	protein folding [GO:0006457]	224914.BAWG_0710;
Q8YBU6	Q8YBU6_BRUME	unreviewed	Uncharacterized protein	BMEII0790	Brucella melitensis biotype 1 (strain 16M / ATCC 23456 / NCTC 10094)		224914.BAWG_1795;
Q8YEK3	Q8YEK3_BRUME	unreviewed	Hypothetical cytosolic protein	BMEI1875	Brucella melitensis biotype 1 (strain 16M / ATCC 23456 / NCTC 10094)	DNA repair [GO:0006281]	224914.BAWG_0365;
Q8YGV4	Q8YGV4_BRUME	unreviewed	Uncharacterized protein	BMEI1051	Brucella melitensis biotype 1 (strain 16M / ATCC 23456 / NCTC 10094)		224914.BAWG_1157;
Q8YFG4	Q8YFG4_BRUME	unreviewed	Ada regulatory protein / o-6-methylguanine-DNA-alkyltransferase (EC 2.1.1.63)	BMEI1558	Brucella melitensis biotype 1 (strain 16M / ATCC 23456 / NCTC 10094)	DNA repair [GO:0006281]; transcription, DNA-templated [GO:0006351]	224914.BAWG_0667;
Q8YD81	Q8YD81_BRUME	unreviewed	Uncharacterized protein	BMEII0296	Brucella melitensis biotype 1 (strain 16M / ATCC 23456 / NCTC 10094)		224914.BAWG_2261;
Q8YJC7	Q8YJC7_BRUME	unreviewed	Succinate dehydrogenase cytochrome b-556 subunit	BMEI0159	Brucella melitensis biotype 1 (strain 16M / ATCC 23456 / NCTC 10094)	tricarboxylic acid cycle [GO:0006099]	224914.BAWG_0037;
Q8YDX9	Q8YDX9_BRUME	unreviewed	Uncharacterized protein	BMEII0045	Brucella melitensis biotype 1 (strain 16M / ATCC 23456 / NCTC 10094)		
Q8YCE8	Q8YCE8_BRUME	unreviewed	Iron(Iii)-transport ATP-binding protein sfuc	BMEII0583	Brucella melitensis biotype 1 (strain 16M / ATCC 23456 / NCTC 10094)	transmembrane transport [GO:0055085]	224914.BAWG_1989;
Q8YBV6	Q8YBV6_BRUME	unreviewed	Uncharacterized protein	BMEII0780	Brucella melitensis biotype 1 (strain 16M / ATCC 23456 / NCTC 10094)		
Q8YDU3	Q8YDU3_BRUME	unreviewed	Uncharacterized protein	BMEII0082	Brucella melitensis biotype 1 (strain 16M / ATCC 23456 / NCTC 10094)		
Q8YGZ0	Q8YGZ0_BRUME	unreviewed	Uncharacterized protein	BMEI1015	Brucella melitensis biotype 1 (strain 16M / ATCC 23456 / NCTC 10094)		
Q8YBB3	Q8YBB3_BRUME	unreviewed	Nirv	BMEII0987	Brucella melitensis biotype 1 (strain 16M / ATCC 23456 / NCTC 10094)		224914.BAWG_1612;
Q8YJG0	Q8YJG0_BRUME	unreviewed	Peptidylprolyl isomerase (EC 5.2.1.8)	BMEI0123	Brucella melitensis biotype 1 (strain 16M / ATCC 23456 / NCTC 10094)		224914.BAWG_0072;
Q8YAX9	Q8YAX9_BRUME	unreviewed	Iron(Iii)-transport system permease protein sfub	BMEII1122	Brucella melitensis biotype 1 (strain 16M / ATCC 23456 / NCTC 10094)	transmembrane transport [GO:0055085]	224914.BAWG_1483;
Q8YF50	Q8YF50_BRUME	unreviewed	Uncharacterized protein	BMEI1677	Brucella melitensis biotype 1 (strain 16M / ATCC 23456 / NCTC 10094)		224914.BAWG_0552;
Q8YEL8	Q8YEL8_BRUME	unreviewed	Hypothetical transmembrane oxidoreductase (EC 1.1.1.-)	BMEI1860	Brucella melitensis biotype 1 (strain 16M / ATCC 23456 / NCTC 10094)		224914.BAWG_0380;
Q8YF33	Q8YF33_BRUME	unreviewed	Uncharacterized protein	BMEI1694	Brucella melitensis biotype 1 (strain 16M / ATCC 23456 / NCTC 10094)	negative regulation of NF-kappaB transcription factor activity [GO:0032088]	224914.BAWG_0536;
Q8YCR4	Q8YCR4_BRUME	unreviewed	Hypothetical membrane associated protein	BMEII0464	Brucella melitensis biotype 1 (strain 16M / ATCC 23456 / NCTC 10094)		224914.BAWG_2103;
Q8YEE5	Q8YEE5_BRUME	unreviewed	Uncharacterized protein	BMEI1933	Brucella melitensis biotype 1 (strain 16M / ATCC 23456 / NCTC 10094)		
